ID;sex;birthRegion;resRegion;eduRegion;eduSize
V60239;sex1;regV1;regV2;regV1;sizeX
V60240;sex1;regV2;regV2;regV2;sizeX
V60241;sex1;regV1;regV1;regV1;sizeX
V60242;sex1;regV1;regV1;regV1;sizeX
V60243;sex1;regV1;regV1;regV2;sizeX
V60244;sex1;regV2;regV1;regV2;sizeX
V60245;sex2;regN1b;regZ;regN1b;sizeX
V60247;sex2;regV3;regV1;regV3;sizeX
V60248;sex1;regV1;regV1;regV1;sizeX
V60249;sex1;regV2;regV3;regV3;sizeX
V60250;sex1;regV2;regX;regV2;sizeX
V60251;sex1;regV2;regV2;regV2;sizeX
V60252;sex2;regN4a;regZ;regN4a;sizeX
V60253;sex1;regX;regX;regX;sizeX
V60254;sex1;regV1;regV1;regV1;sizeX
V60255;sex1;regV4;regV1;regV4;sizeX
V60256;sex1;regX;regV1;regX;sizeX
V60257;sex2;regV1;regV1;regV1;sizeX
V60258;sex1;regNx;regZ;regNx;sizeX
V60259;sex1;regV2;regV2;regV2;sizeX
V60260;sex1;regV3;regV1;regX;sizeX
V60261;sex1;regV1;regV1;regV1;sizeX
V60262;sex1;regN2e;regZ;regN1a;sizeX
V60263;sex2;regV1;regV1;regW;sizeX
V60264;sex1;regV3;regV3;regV3;sizeX
V60265;sex1;regZ;regV1;regV2;sizeX
V60266;sex2;regV1;regV1;regV1;sizeX
V60267;sex1;regV2;regV2;regV2;sizeX
V60268;sex1;regV3;regV1;regV3;sizeX
V60269;sex1;regX;regX;regX;sizeX
V60270;sex2;regNx;regV1;regV1;sizeX
V60271;sex2;regZ;regV1;regV1;sizeX
V60272;sex1;regV2;regV2;regV2;sizeX
V60273;sex1;regV1;regV1;regV1;sizeX
V60274;sex2;regV2;regV2;regV2;sizeX
V60275;sex2;regV1;regV1;regV1;sizeX
V60276;sex1;regV2;regV2;regV2;sizeX
V60277;sex1;regV2;regV2;regV2;sizeX
V60278;sex1;regV1;regV1;regV1;sizeX
V60279;sex1;regV1;regV1;regV1;sizeX
V60280;sex1;regV1;regV1;regV1;sizeX
V60281;sex1;regV1;regV1;regV1;sizeX
V60282;sex1;regX;regX;regX;sizeX
V60283;sex1;regV1;regV1;regV1;sizeX
V60284;sex1;regZ;regV2;regZ;sizeX
V60285;sex1;regV3;regV1;regV3;sizeX
V60286;sex1;regX;regX;regX;sizeX
V60287;sex2;regV1;regZ;regV1;sizeX
V60288;sex1;regV3;regV3;regV1;sizeX
V60289;sex1;regV2;regV1;regV2;sizeX
V60290;sex1;regV1;regV1;regV1;sizeX
V60291;sex2;regV2;regV1;regV1;sizeX
V60292;sex1;regV3;regV3;regV3;sizeX
V60293;sex1;regN4b;regZ;regX;sizeX
V60294;sex2;regV1;regV1;regV1;sizeX
V60295;sex2;regV1;regV1;regV1;sizeX
V60296;sex1;regV2;regV2;regV2;sizeX
V60297;sex1;regV1;regV1;regV1;sizeX
V60298;sex2;regV2;regV2;regV2;sizeX
V60299;sex1;regV1;regV1;regV1;sizeX
V60300;sex1;regV1;regV1;regV1;sizeX
V60301;sex1;regV1;regV1;regV1;sizeX
V60302;sex1;regN1b;regV1;regVx;sizeX
V60303;sex2;regV1;regV1;regV1;sizeX
V60304;sex2;regZ;regV1;regV1;sizeX
V60305;sex2;regV4;regV1;regV4;sizeX
V60306;sex1;regV3;regV1;regV3;sizeX
V60307;sex1;regV1;regV4;regV1;sizeX
V60308;sex2;regV1;regV1;regV1;sizeX
V60309;sex2;regV2;regV1;regV1;sizeX
V60310;sex1;regV4;regV4;regV4;sizeX
V60311;sex2;regV1;regV1;regV1;sizeX
V60312;sex1;regV2;regV2;regX;sizeX
V60313;sex2;regV1;regV1;regV1;sizeX
V60314;sex1;regV1;regV1;regV1;sizeX
V60315;sex1;regV3;regV1;regX;sizeX
V60316;sex1;regV1;regV2;regV1;sizeX
V60317;sex1;regV3;regV3;regV3;sizeX
V60318;sex1;regV1;regV1;regV1;sizeX
V60319;sex1;regV1;regV1;regV1;sizeX
V60320;sex1;regV2;regV2;regV2;sizeX
V60321;sex2;regX;regV2;regX;sizeX
V60322;sex1;regV2;regV2;regV2;sizeX
V60323;sex1;regV2;regV2;regV2;sizeX
V60324;sex1;regV2;regV2;regV2;sizeX
V60325;sex1;regV2;regV2;regV2;sizeX
V60326;sex1;regX;regX;regX;sizeX
V60327;sex1;regV2;regV2;regV2;sizeX
V60328;sex2;regX;regX;regX;sizeX
V60329;sex1;regV2;regV2;regV2;sizeX
V60330;sex2;regV1;regV1;regV1;sizeX
V60331;sex1;regV1;regV1;regV1;sizeX
V60332;sex1;regV1;regV1;regV1;sizeX
V60333;sex1;regX;regV1;regX;sizeX
V60334;sex2;regV2;regV2;regV2;sizeX
V60335;sex2;regV2;regV2;regV2;sizeX
V60336;sex2;regX;regV2;regX;sizeX
V60337;sex2;regV4;regV1;regV4;sizeX
V60338;sex1;regV3;regV2;regV3;sizeX
V60339;sex1;regV2;regV2;regV1;sizeX
V60340;sex1;regV1;regV1;regV1;sizeX
V60341;sex1;regV4;regV1;regV4;sizeX
V60342;sex1;regV2;regV2;regV2;sizeX
V60343;sex2;regV2;regV2;regV2;sizeX
V60344;sex1;regV3;regV3;regV3;sizeX
V60345;sex1;regV1;regV1;regV1;sizeX
V60346;sex2;regV2;regV2;regV2;sizeX
V60347;sex1;regV1;regV1;regV1;sizeX
V60348;sex1;regV3;regV2;regV2;sizeX
V60349;sex1;regV1;regV1;regV1;sizeX
V60350;sex1;regV1;regV1;regV1;sizeX
V60351;sex2;regV1;regV1;regV1;sizeX
V60352;sex1;regV2;regV2;regV2;sizeX
V60353;sex1;regV1;regV1;regV1;sizeX
V60354;sex2;regV1;regV1;regV1;sizeX
V60355;sex1;regV1;regV1;regX;sizeX
V60356;sex1;regVx;regV1;regX;sizeX
V60357;sex1;regV1;regV1;regV1;sizeX
V60358;sex1;regV2;regV2;regV2;sizeX
V60359;sex1;regV3;regV3;regV3;sizeX
V60360;sex1;regV4;regV4;regV4;sizeX
V60361;sex1;regV3;regV3;regV3;sizeX
V60362;sex1;regV3;regV3;regV3;sizeX
V60363;sex1;regV1;regV1;regV1;sizeX
V60364;sex2;regV2;regV2;regV2;sizeX
V60365;sex2;regV1;regV1;regV1;sizeX
V60366;sex1;regV1;regV1;regV1;sizeX
V60367;sex1;regV1;regV4;regV4;sizeX
V60368;sex1;regV3;regV3;regV3;sizeX
V60369;sex1;regV2;regV2;regV2;sizeX
V60370;sex1;regV1;regV1;regV1;sizeX
V60371;sex1;regV4;regV1;regV1;sizeX
V60372;sex1;regV1;regV1;regV1;sizeX
V60373;sex1;regV3;regV3;regV3;sizeX
V60374;sex1;regV1;regV1;regV1;sizeX
V60375;sex1;regV1;regV1;regV1;sizeX
V60376;sex1;regV1;regV1;regV1;sizeX
V60377;sex2;regV1;regV1;regV1;sizeX
V60378;sex1;regV1;regV1;regV1;sizeX
V60379;sex1;regV3;regV2;regV3;sizeX
V60380;sex1;regV4;regV4;regV4;sizeX
V60381;sex2;regV2;regV1;regV2;sizeX
V60382;sex1;regV1;regV1;regV1;sizeX
V60383;sex1;regV1;regV2;regV2;sizeX
V60384;sex2;regV4;regV2;regV1;sizeX
V60385;sex1;regV1;regV1;regV1;sizeX
V60386;sex1;regV2;regV1;regV2;sizeX
V60387;sex1;regV2;regV2;regV1;sizeX
V60388;sex2;regV3;regV1;regV3;sizeX
V60389;sex2;regV1;regV1;regV1;sizeX
V60390;sex1;regV1;regV1;regV1;sizeX
V60391;sex1;regZ;regZ;regN1a;sizeX
V60392;sex1;regV2;regV2;regV2;sizeX
V60393;sex1;regV2;regV2;regV2;sizeX
V60394;sex1;regV2;regV2;regV2;sizeX
V60395;sex1;regV2;regV2;regV2;sizeX
V60396;sex1;regV1;regV1;regV1;sizeX
V60397;sex1;regV1;regZ;regV1;sizeX
V60398;sex1;regV3;regV3;regV3;sizeX
V60399;sex1;regV2;regV2;regV2;sizeX
V60400;sex1;regZ;regV1;regV3;sizeX
V60401;sex2;regV3;regV2;regV3;sizeX
V60402;sex1;regNx;regZ;regNx;sizeX
V60403;sex1;regV2;regV2;regV2;sizeX
V60404;sex1;regV2;regV2;regV2;sizeX
V60405;sex2;regV2;regV1;regV1;sizeX
V60406;sex1;regV1;regV3;regV1;sizeX
V60407;sex1;regV3;regV3;regV3;sizeX
V60408;sex1;regV2;regV2;regV2;sizeX
V60409;sex2;regV2;regV2;regZ;sizeX
V60410;sex1;regV2;regV1;regV2;sizeX
V60411;sex1;regV1;regV1;regV1;sizeX
V60412;sex1;regV2;regV2;regV2;sizeX
V60413;sex1;regV4;regV3;regV4;sizeX
V60414;sex1;regV3;regV3;regX;sizeX
V60415;sex1;regV1;regV1;regV1;sizeX
V60416;sex1;regV2;regV1;regV2;sizeX
V60417;sex1;regV1;regV1;regV1;sizeX
V60418;sex2;regV1;regV1;regV1;sizeX
V60419;sex1;regV2;regV1;regV2;sizeX
V60420;sex2;regV2;regV2;regV2;sizeX
V60421;sex1;regZ;regV3;regV3;sizeX
V60422;sex1;regV3;regV2;regV3;sizeX
V60423;sex1;regV3;regV1;regV3;sizeX
V60424;sex1;regV3;regV3;regV3;sizeX
V60425;sex2;regV2;regV1;regV3;sizeX
V60426;sex1;regV4;regV4;regV4;sizeX
V60427;sex1;regV3;regV1;regV3;sizeX
V60428;sex2;regV1;regV1;regV1;sizeX
V60429;sex1;regV2;regV1;regV2;sizeX
V60430;sex1;regV1;regV1;regV1;sizeX
V60431;sex1;regX;regX;regX;sizeX
V60432;sex1;regV1;regV1;regV1;sizeX
V60433;sex1;regV2;regV1;regV2;sizeX
V60434;sex1;regV1;regV1;regV1;sizeX
V60435;sex1;regV1;regV1;regV1;sizeX
V60436;sex2;regV1;regV3;regV1;sizeX
V60437;sex2;regV3;regV3;regV3;sizeX
V60438;sex1;regV3;regV3;regV3;sizeX
V60439;sex1;regV2;regV2;regV2;sizeX
V60440;sex1;regV1;regV1;regV1;sizeX
V60441;sex1;regV2;regV2;regV2;sizeX
V60442;sex1;regV1;regV1;regV1;sizeX
V60443;sex1;regV1;regV1;regV1;sizeX
V60444;sex1;regN1a;regN1a;regN1a;sizeX
V60446;sex2;regV2;regV2;regV2;sizeX
V60448;sex1;regV2;regV2;regV2;sizeX
V60449;sex1;regV4;regV4;regV4;sizeX
V60450;sex1;regV2;regV3;regV3;sizeX
V60451;sex1;regV1;regV1;regV1;sizeX
V60452;sex1;regV2;regV1;regV2;sizeX
V60453;sex1;regV2;regV2;regV2;sizeX
V60454;sex1;regV2;regV4;regV2;sizeX
V60455;sex1;regX;regX;regX;sizeX
V60456;sex1;regZ;regV1;regX;sizeX
V60457;sex1;regV1;regV1;regV1;sizeX
V60458;sex1;regV4;regV1;regV1;sizeX
V60459;sex2;regV2;regV1;regV2;sizeX
V60460;sex1;regV1;regV1;regV1;sizeX
V60461;sex2;regV2;regV1;regV2;sizeX
V60462;sex1;regX;regNx;regX;sizeX
V60463;sex1;regV1;regV1;regV1;sizeX
V60464;sex1;regV1;regV1;regV1;sizeX
V60465;sex1;regV2;regZ;regV2;sizeX
V60466;sex2;regV1;regV1;regV1;sizeX
V60467;sex1;regV2;regV2;regV2;sizeX
V60468;sex2;regV1;regV1;regV1;sizeX
V60469;sex1;regV1;regV1;regV1;sizeX
V60470;sex1;regV2;regV2;regV2;sizeX
V60471;sex1;regV3;regV1;regV3;sizeX
V60472;sex1;regV4;regV1;regV4;sizeX
V60473;sex1;regV1;regV1;regV1;sizeX
V60474;sex1;regX;regV1;regX;sizeX
V60475;sex1;regV3;regV3;regV3;sizeX
V60476;sex1;regV4;regV4;regV4;sizeX
V60477;sex1;regX;regV4;regX;sizeX
V60478;sex2;regV2;regV1;regV2;sizeX
V60479;sex1;regV1;regV1;regV1;sizeX
V60480;sex2;regV1;regV2;regV1;sizeX
V60481;sex2;regV3;regV3;regV3;sizeX
V60482;sex1;regV1;regV1;regV1;sizeX
V60483;sex1;regV1;regV1;regV1;sizeX
V60484;sex1;regV3;regV2;regV2;sizeX
V60485;sex2;regV2;regV1;regV2;sizeX
V60486;sex1;regV2;regV1;regV1;sizeX
V60487;sex2;regV1;regV1;regV1;sizeX
V60488;sex2;regV1;regV1;regV1;sizeX
V60489;sex1;regX;regV1;regX;sizeX
V60490;sex1;regV2;regV2;regV2;sizeX
V60491;sex1;regV4;regV4;regV4;sizeX
V60492;sex2;regV3;regV1;regV3;sizeX
V60493;sex2;regV1;regV1;regV1;sizeX
V60494;sex1;regX;regX;regX;sizeX
V60495;sex1;regV1;regV1;regX;sizeX
V60496;sex1;regX;regV2;regX;sizeX
V60497;sex1;regV1;regV1;regV1;sizeX
V60498;sex1;regV2;regV1;regV2;sizeX
V60499;sex1;regV1;regV1;regV1;sizeX
V60500;sex2;regX;regX;regX;sizeX
V60501;sex1;regV1;regV1;regV1;sizeX
V60502;sex1;regV4;regV4;regV4;sizeX
V60503;sex1;regV4;regV1;regV4;sizeX
V60504;sex1;regV3;regV1;regV3;sizeX
V60505;sex1;regV2;regV1;regV2;sizeX
V60506;sex1;regV2;regV2;regV2;sizeX
V60507;sex1;regV1;regV1;regV1;sizeX
V60508;sex2;regV3;regV2;regV3;sizeX
V60509;sex1;regZ;regV1;regV1;sizeX
V60510;sex1;regV1;regV1;regV1;sizeX
V60511;sex1;regV3;regV1;regV3;sizeX
V60512;sex1;regV3;regV1;regV3;sizeX
V60513;sex1;regV1;regV1;regV1;sizeX
V60514;sex1;regV3;regV3;regV3;sizeX
V60515;sex1;regV2;regV2;regV2;sizeX
V60516;sex1;regV2;regV2;regV2;sizeX
V60517;sex1;regV2;regV2;regV2;sizeX
V60518;sex1;regN1a;regN1a;regN1a;sizeX
V60519;sex1;regV1;regV1;regV1;sizeX
V60520;sex1;regV2;regV1;regV2;sizeX
V60521;sex1;regV1;regV1;regV1;sizeX
V60522;sex1;regV1;regV1;regV1;sizeX
V60523;sex2;regV3;regV2;regV2;sizeX
V60524;sex1;regV3;regV3;regV3;sizeX
V60525;sex2;regV1;regV1;regV1;sizeX
V60526;sex1;regV4;regV4;regV4;sizeX
V60527;sex1;regV4;regV4;regV4;sizeX
V60528;sex1;regV3;regV3;regV3;sizeX
V60529;sex1;regV1;regV1;regV1;sizeX
V60530;sex2;regV1;regV1;regV1;sizeX
V60531;sex1;regV2;regV1;regV2;sizeX
V60532;sex1;regV2;regV1;regV2;sizeX
V60533;sex1;regV3;regV3;regV3;sizeX
V60534;sex2;regV2;regV1;regV2;sizeX
V60535;sex1;regX;regX;regX;sizeX
V60536;sex2;regV2;regV2;regV2;sizeX
V60537;sex1;regV1;regV1;regV1;sizeX
V60538;sex1;regV2;regV1;regV2;sizeX
V60539;sex2;regV2;regV2;regV2;sizeX
V60540;sex2;regV1;regV1;regV1;sizeX
V60541;sex1;regV1;regV1;regZ;sizeX
V60542;sex1;regV2;regV2;regV2;sizeX
V60543;sex2;regV4;regV4;regV4;sizeX
V60544;sex1;regV1;regV1;regV1;sizeX
V60545;sex1;regV3;regV3;regV3;sizeX
V60546;sex1;regV2;regV1;regV4;sizeX
V60547;sex1;regV2;regV1;regV1;sizeX
V60548;sex2;regV1;regV1;regV1;sizeX
V60549;sex1;regV1;regX;regX;sizeX
V60550;sex1;regX;regV2;regX;sizeX
V60551;sex1;regX;regX;regX;sizeX
V60552;sex1;regV1;regV1;regV1;sizeX
V60555;sex1;regV3;regV1;regV3;sizeX
V60556;sex1;regV1;regV1;regV1;sizeX
V60557;sex1;regV1;regV1;regV1;sizeX
V60558;sex2;regV3;regV3;regV3;sizeX
V60559;sex1;regX;regV1;regX;sizeX
V60560;sex2;regV2;regZ;regV2;sizeX
V60562;sex1;regV1;regV1;regV1;sizeX
V60563;sex2;regV1;regZ;regV1;sizeX
V60564;sex1;regV1;regV1;regV1;sizeX
V60565;sex1;regV1;regV1;regV1;sizeX
V60566;sex1;regV2;regV2;regV2;sizeX
V60567;sex2;regV3;regV1;regV3;sizeX
V60568;sex1;regV1;regV1;regV1;sizeX
V60569;sex1;regV1;regV1;regV1;sizeX
V60570;sex1;regX;regV1;regX;sizeX
V60571;sex2;regV2;regV2;regV2;sizeX
V60572;sex1;regV2;regV2;regV2;sizeX
V60573;sex2;regV2;regV2;regV2;sizeX
V60574;sex1;regV1;regV2;regV1;sizeX
V60575;sex2;regV4;regV2;regV4;sizeX
V60576;sex2;regV2;regV2;regV2;sizeX
V60577;sex1;regV3;regV2;regV3;sizeX
V60578;sex2;regV1;regV2;regV1;sizeX
V60579;sex2;regV3;regV2;regV3;sizeX
V60580;sex2;regV3;regV2;regV3;sizeX
V60581;sex1;regV2;regV2;regV2;sizeX
V60582;sex1;regV2;regV1;regV2;sizeX
V60583;sex1;regV1;regV2;regV1;sizeX
V60584;sex2;regV4;regV1;regV1;sizeX
V60585;sex1;regV1;regV1;regV1;sizeX
V60586;sex2;regV1;regV1;regV1;sizeX
V60587;sex2;regV1;regV1;regV1;sizeX
V60588;sex1;regV1;regV1;regV1;sizeX
V60589;sex2;regV4;regV2;regV1;sizeX
V60590;sex1;regV4;regV1;regV4;sizeX
V60591;sex1;regV1;regV1;regV1;sizeX
V60592;sex2;regV2;regV2;regV2;sizeX
V60593;sex2;regV3;regV1;regV1;sizeX
V60594;sex2;regV1;regV1;regV1;sizeX
V60595;sex2;regV3;regV2;regV3;sizeX
V60596;sex2;regV2;regV2;regV2;sizeX
V60597;sex1;regV2;regV2;regV2;sizeX
V60598;sex2;regV2;regZ;regV2;sizeX
V60599;sex2;regV2;regV2;regV2;sizeX
V60600;sex2;regV2;regV2;regV2;sizeX
V60601;sex2;regV3;regV2;regV3;sizeX
V60602;sex2;regV2;regV2;regV2;sizeX
V60603;sex2;regV3;regV3;regV3;sizeX
V60604;sex2;regV2;regV2;regV2;sizeX
V60605;sex2;regV2;regV2;regV2;sizeX
V60606;sex2;regV2;regV2;regV2;sizeX
V60607;sex2;regV2;regV2;regV2;sizeX
V60608;sex2;regV2;regV2;regV2;sizeX
V60609;sex2;regV1;regV1;regV1;sizeX
V60610;sex1;regZ;regV1;regV1;sizeX
V60611;sex1;regV1;regV1;regV1;sizeX
V60612;sex1;regV1;regV1;regV1;sizeX
V60613;sex2;regV2;regV2;regV2;sizeX
V60614;sex1;regV1;regV2;regV1;sizeX
V60615;sex1;regV2;regV2;regV2;sizeX
V60616;sex1;regV2;regV2;regV2;sizeX
V60617;sex1;regV1;regV2;regV2;sizeX
V60618;sex1;regV3;regV3;regV3;sizeX
V60619;sex2;regV3;regV2;regV3;sizeX
V60620;sex2;regV2;regV2;regV2;sizeX
V60621;sex2;regV2;regV2;regV2;sizeX
V60622;sex1;regV2;regV2;regV2;sizeX
V60623;sex2;regV2;regV2;regV2;sizeX
V60624;sex1;regV2;regV2;regV2;sizeX
V60626;sex2;regV2;regV2;regV2;sizeX
V60627;sex1;regV1;regV2;regV1;sizeX
V60628;sex2;regV2;regV2;regV2;sizeX
V60629;sex2;regZ;regV2;regV2;sizeX
V60630;sex2;regV1;regV1;regV1;sizeX
V60631;sex2;regV3;regV2;regV2;sizeX
V60633;sex2;regV3;regV3;regV3;sizeX
V60634;sex2;regV3;regV2;regV2;sizeX
V60635;sex2;regNx;regV2;regV2;sizeX
V60636;sex2;regV2;regV2;regV2;sizeX
V60637;sex2;regV2;regV2;regV2;sizeX
V60638;sex2;regV2;regV2;regV2;sizeX
V60639;sex1;regV3;regV2;regV3;sizeX
V60640;sex1;regV3;regV2;regV2;sizeX
V60641;sex2;regV1;regV2;regV1;sizeX
V60642;sex2;regW;regV2;regW;sizeX
V60643;sex2;regV1;regV2;regV1;sizeX
V60644;sex1;regV2;regV2;regV2;sizeX
V60645;sex2;regV2;regV2;regV2;sizeX
V60646;sex2;regV1;regV1;regV1;sizeX
V60647;sex2;regV1;regV1;regV1;sizeX
V60648;sex2;regV1;regV1;regV1;sizeX
V60649;sex1;regV2;regV1;regV1;sizeX
V60650;sex2;regV1;regV1;regV1;sizeX
V60651;sex2;regV3;regV3;regV3;sizeX
V60652;sex2;regV3;regV2;regV3;sizeX
V60653;sex1;regV3;regV3;regV3;sizeX
V60654;sex2;regV3;regV3;regV3;sizeX
V60655;sex1;regV2;regV2;regV2;sizeX
V60656;sex1;regV2;regV2;regV2;sizeX
V60657;sex1;regV2;regV2;regV2;sizeX
V60658;sex2;regV2;regV2;regV2;sizeX
V60659;sex2;regV2;regV2;regV2;sizeX
V60660;sex2;regV1;regV2;regV1;sizeX
V60661;sex2;regV2;regV2;regV2;sizeX
V60662;sex1;regV3;regV3;regV3;sizeX
V60663;sex2;regV3;regV3;regV3;sizeX
V60664;sex2;regV3;regV1;regV3;sizeX
V60665;sex2;regZ;regV3;regV3;sizeX
V60666;sex2;regV3;regV3;regV3;sizeX
V60667;sex1;regV3;regV3;regV3;sizeX
V60668;sex2;regV2;regV1;regV1;sizeX
V60669;sex2;regV1;regV1;regV1;sizeX
V60670;sex1;regV1;regV1;regV1;sizeX
V60671;sex2;regV2;regV2;regV2;sizeX
V60672;sex2;regV2;regV2;regV2;sizeX
V60673;sex1;regV1;regV2;regV2;sizeX
V60674;sex2;regZ;regV2;regV2;sizeX
V60676;sex2;regV2;regV2;regV2;sizeX
V60677;sex2;regV2;regV1;regV2;sizeX
V60678;sex2;regV2;regV3;regV2;sizeX
V60679;sex1;regV2;regV2;regV2;sizeX
V60680;sex2;regV2;regZ;regV2;sizeX
V60681;sex1;regV2;regV2;regV1;sizeX
V60682;sex1;regV2;regV2;regV2;sizeX
V60683;sex1;regV2;regV2;regV2;sizeX
V60684;sex2;regV2;regV2;regV2;sizeX
V60685;sex2;regV2;regV2;regV2;sizeX
V60686;sex2;regV1;regV1;regV1;sizeX
V60687;sex1;regV1;regV1;regV1;sizeX
V60688;sex2;regV1;regV2;regV1;sizeX
V60689;sex1;regV1;regV1;regV1;sizeX
V60690;sex2;regV1;regV1;regV1;sizeX
V60691;sex2;regV1;regV1;regV1;sizeX
V60692;sex2;regV1;regV1;regV1;sizeX
V60693;sex1;regV2;regV2;regV2;sizeX
V60694;sex1;regV1;regV1;regV1;sizeX
V60695;sex1;regV1;regV1;regV1;sizeX
V60696;sex1;regV3;regV2;regV3;sizeX
V60697;sex2;regV3;regV1;regV3;sizeX
V60698;sex2;regV1;regV1;regV1;sizeX
V60699;sex2;regV1;regV1;regV1;sizeX
V60700;sex1;regV1;regV1;regV1;sizeX
V60701;sex2;regV1;regV1;regV1;sizeX
V60702;sex1;regV1;regV1;regV1;sizeX
V60707;sex1;regV1;regV1;regV1;sizeX
V60708;sex1;regV1;regV1;regV1;sizeX
V60710;sex1;regV1;regV1;regV1;sizeX
V60713;sex2;regV1;regV1;regV1;sizeX
V60715;sex1;regV2;regV2;regV2;sizeX
V60716;sex2;regV2;regV2;regV2;sizeX
V60717;sex2;regV2;regV2;regV2;sizeX
V60718;sex1;regV2;regV2;regV2;sizeX
V60719;sex1;regV2;regV2;regV2;sizeX
V60720;sex2;regV2;regV2;regV2;sizeX
V60721;sex2;regV2;regV2;regV2;sizeX
V60722;sex2;regV3;regV1;regV3;sizeX
V60723;sex2;regV3;regV2;regV3;sizeX
V60724;sex1;regV2;regV2;regV2;sizeX
V60725;sex2;regV3;regV3;regV3;sizeX
V60726;sex1;regV2;regV2;regV2;sizeX
V60727;sex1;regV1;regV1;regV1;sizeX
V60728;sex2;regV1;regV1;regV1;sizeX
V60729;sex1;regV1;regV1;regV1;sizeX
V60730;sex2;regV1;regV1;regV1;sizeX
V60731;sex1;regV2;regV2;regV2;sizeX
V60732;sex2;regV2;regV2;regV2;sizeX
V60733;sex2;regV1;regV1;regV1;sizeX
V60735;sex2;regV4;regV4;regV4;sizeX
V60736;sex2;regV4;regV4;regV4;sizeX
V60737;sex2;regV2;regV2;regV2;sizeX
V60738;sex2;regV2;regV2;regV2;sizeX
V60739;sex1;regV2;regV2;regV2;sizeX
V60740;sex2;regV3;regV2;regV3;sizeX
V60741;sex2;regV1;regV1;regV1;sizeX
V60742;sex2;regV1;regV1;regV1;sizeX
V60743;sex1;regV1;regV1;regV1;sizeX
V60744;sex1;regV2;regV2;regV2;sizeX
V60745;sex2;regV2;regV2;regV2;sizeX
V60748;sex1;regV3;regV3;regV3;sizeX
V60749;sex2;regV2;regV2;regV2;sizeX
V60750;sex1;regV2;regV2;regV2;sizeX
V60751;sex2;regV2;regV1;regV1;sizeX
V60752;sex1;regV4;regV4;regV4;sizeX
V60753;sex2;regV1;regV4;regV1;sizeX
V60754;sex1;regV2;regV2;regV2;sizeX
V60755;sex2;regV1;regV2;regV2;sizeX
V60756;sex1;regV1;regV1;regV1;sizeX
V60757;sex2;regV2;regV1;regV2;sizeX
V60760;sex1;regV4;regV4;regV4;sizeX
V60761;sex2;regV4;regV4;regV4;sizeX
V60765;sex2;regV2;regV2;regV2;sizeX
V60766;sex1;regV1;regV2;regV2;sizeX
V60767;sex2;regV1;regV2;regV1;sizeX
V60768;sex1;regV2;regV2;regV2;sizeX
V60769;sex1;regV2;regV2;regV2;sizeX
V60770;sex2;regV2;regV2;regV2;sizeX
V60771;sex1;regV3;regV3;regV3;sizeX
V60772;sex2;regV3;regV3;regV3;sizeX
V60773;sex2;regV3;regV3;regV3;sizeX
V60774;sex1;regV3;regV3;regV3;sizeX
V60775;sex2;regV3;regV3;regV3;sizeX
V60776;sex2;regV1;regV2;regV1;sizeX
V60777;sex1;regV1;regV1;regV1;sizeX
V60778;sex2;regV1;regV1;regV1;sizeX
V60782;sex1;regV3;regV3;regV3;sizeX
V60783;sex1;regV3;regV3;regV3;sizeX
V60784;sex2;regV3;regV3;regV3;sizeX
V60788;sex2;regV2;regV2;regV2;sizeX
V60789;sex2;regV2;regV1;regV2;sizeX
V60790;sex2;regV4;regV4;regV4;sizeX
V60791;sex1;regV4;regV4;regV4;sizeX
V60792;sex2;regV4;regV4;regV4;sizeX
V60798;sex2;regV2;regV4;regV4;sizeX
V60799;sex1;regV4;regV4;regV4;sizeX
V60800;sex2;regV4;regV4;regV4;sizeX
V60802;sex2;regV1;regV1;regV1;sizeX
V60810;sex1;regV2;regV2;regV2;sizeX
V60811;sex2;regV2;regV2;regV2;sizeX
V60812;sex1;regV1;regV1;regV1;sizeX
V60813;sex2;regV1;regV1;regV1;sizeX
V60814;sex2;regV3;regV3;regV3;sizeX
V60815;sex1;regV3;regV2;regV2;sizeX
V60816;sex2;regV3;regV3;regV3;sizeX
V60820;sex1;regV3;regV2;regV3;sizeX
V60821;sex1;regV2;regV2;regV2;sizeX
V60822;sex2;regV2;regV2;regV2;sizeX
V60823;sex1;regV3;regV2;regV3;sizeX
V60824;sex1;regV2;regV2;regV2;sizeX
V60825;sex2;regV1;regV2;regV2;sizeX
V60902;sex1;regV3;regV2;regV2;sizeX
V60903;sex2;regV1;regV1;regV1;sizeX
V60905;sex2;regV3;regV3;regV3;sizeX
V60906;sex2;regV2;regV2;regV2;sizeX
V60907;sex1;regV2;regV2;regV2;sizeX
V60909;sex1;regV4;regV2;regV4;sizeX
V60910;sex1;regV2;regV2;regV2;sizeX
V60912;sex2;regV4;regV4;regV4;sizeX
V60913;sex2;regV1;regV1;regV1;sizeX
V60914;sex1;regV1;regV1;regV1;sizeX
V60916;sex2;regV2;regV2;regV2;sizeX
V60920;sex2;regV2;regV2;regV2;sizeX
V60921;sex1;regV3;regV2;regV2;sizeX
V60922;sex2;regV2;regV2;regV2;sizeX
V60923;sex1;regV4;regV4;regV4;sizeX
V60924;sex2;regV1;regV2;regV1;sizeX
V60925;sex2;regV4;regV4;regV4;sizeX
V60926;sex1;regV2;regV4;regV4;sizeX
V60927;sex2;regV4;regV4;regV4;sizeX
V60928;sex1;regV4;regV4;regV4;sizeX
V60929;sex1;regV4;regV4;regV4;sizeX
